id_date,date,day,month,year,day_of_week,day_name,month_name,quarter,weekday_indicator,week_of_year,is_end_of_month,is_end_of_quarter,is_end_of_year,quarter_name,year_month,quarter_year,holiday_indicator
20250721,2025-07-21,21,7,2025,1,Lunes,Julio,3,Entre Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250722,2025-07-22,22,7,2025,2,Martes,Julio,3,Entre Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250723,2025-07-23,23,7,2025,3,Miércoles,Julio,3,Entre Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250724,2025-07-24,24,7,2025,4,Jueves,Julio,3,Entre Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250725,2025-07-25,25,7,2025,5,Viernes,Julio,3,Entre Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250726,2025-07-26,26,7,2025,6,Sábado,Julio,3,Fin de Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250727,2025-07-27,27,7,2025,7,Domingo,Julio,3,Fin de Semana,30,False,False,False,T3,2025-07,T3 2025,No Festivo
20250728,2025-07-28,28,7,2025,1,Lunes,Julio,3,Entre Semana,31,False,False,False,T3,2025-07,T3 2025,No Festivo
20250729,2025-07-29,29,7,2025,2,Martes,Julio,3,Entre Semana,31,False,False,False,T3,2025-07,T3 2025,No Festivo
20250730,2025-07-30,30,7,2025,3,Miércoles,Julio,3,Entre Semana,31,False,False,False,T3,2025-07,T3 2025,No Festivo
20250731,2025-07-31,31,7,2025,4,Jueves,Julio,3,Entre Semana,31,True,False,False,T3,2025-07,T3 2025,No Festivo
20250801,2025-08-01,1,8,2025,5,Viernes,Agosto,3,Entre Semana,31,False,False,False,T3,2025-08,T3 2025,No Festivo
20250802,2025-08-02,2,8,2025,6,Sábado,Agosto,3,Fin de Semana,31,False,False,False,T3,2025-08,T3 2025,No Festivo
20250803,2025-08-03,3,8,2025,7,Domingo,Agosto,3,Fin de Semana,31,False,False,False,T3,2025-08,T3 2025,No Festivo
20250804,2025-08-04,4,8,2025,1,Lunes,Agosto,3,Entre Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250805,2025-08-05,5,8,2025,2,Martes,Agosto,3,Entre Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250806,2025-08-06,6,8,2025,3,Miércoles,Agosto,3,Entre Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250807,2025-08-07,7,8,2025,4,Jueves,Agosto,3,Entre Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250808,2025-08-08,8,8,2025,5,Viernes,Agosto,3,Entre Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250809,2025-08-09,9,8,2025,6,Sábado,Agosto,3,Fin de Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250810,2025-08-10,10,8,2025,7,Domingo,Agosto,3,Fin de Semana,32,False,False,False,T3,2025-08,T3 2025,No Festivo
20250811,2025-08-11,11,8,2025,1,Lunes,Agosto,3,Entre Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250812,2025-08-12,12,8,2025,2,Martes,Agosto,3,Entre Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250813,2025-08-13,13,8,2025,3,Miércoles,Agosto,3,Entre Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250814,2025-08-14,14,8,2025,4,Jueves,Agosto,3,Entre Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250815,2025-08-15,15,8,2025,5,Viernes,Agosto,3,Entre Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250816,2025-08-16,16,8,2025,6,Sábado,Agosto,3,Fin de Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250817,2025-08-17,17,8,2025,7,Domingo,Agosto,3,Fin de Semana,33,False,False,False,T3,2025-08,T3 2025,No Festivo
20250818,2025-08-18,18,8,2025,1,Lunes,Agosto,3,Entre Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250819,2025-08-19,19,8,2025,2,Martes,Agosto,3,Entre Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250820,2025-08-20,20,8,2025,3,Miércoles,Agosto,3,Entre Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250821,2025-08-21,21,8,2025,4,Jueves,Agosto,3,Entre Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250822,2025-08-22,22,8,2025,5,Viernes,Agosto,3,Entre Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250823,2025-08-23,23,8,2025,6,Sábado,Agosto,3,Fin de Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250824,2025-08-24,24,8,2025,7,Domingo,Agosto,3,Fin de Semana,34,False,False,False,T3,2025-08,T3 2025,No Festivo
20250825,2025-08-25,25,8,2025,1,Lunes,Agosto,3,Entre Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250826,2025-08-26,26,8,2025,2,Martes,Agosto,3,Entre Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250827,2025-08-27,27,8,2025,3,Miércoles,Agosto,3,Entre Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250828,2025-08-28,28,8,2025,4,Jueves,Agosto,3,Entre Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250829,2025-08-29,29,8,2025,5,Viernes,Agosto,3,Entre Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250830,2025-08-30,30,8,2025,6,Sábado,Agosto,3,Fin de Semana,35,False,False,False,T3,2025-08,T3 2025,No Festivo
20250831,2025-08-31,31,8,2025,7,Domingo,Agosto,3,Fin de Semana,35,True,False,False,T3,2025-08,T3 2025,No Festivo
20250901,2025-09-01,1,9,2025,1,Lunes,Septiembre,3,Entre Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250902,2025-09-02,2,9,2025,2,Martes,Septiembre,3,Entre Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250903,2025-09-03,3,9,2025,3,Miércoles,Septiembre,3,Entre Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250904,2025-09-04,4,9,2025,4,Jueves,Septiembre,3,Entre Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250905,2025-09-05,5,9,2025,5,Viernes,Septiembre,3,Entre Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250906,2025-09-06,6,9,2025,6,Sábado,Septiembre,3,Fin de Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250907,2025-09-07,7,9,2025,7,Domingo,Septiembre,3,Fin de Semana,36,False,False,False,T3,2025-09,T3 2025,No Festivo
20250908,2025-09-08,8,9,2025,1,Lunes,Septiembre,3,Entre Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250909,2025-09-09,9,9,2025,2,Martes,Septiembre,3,Entre Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250910,2025-09-10,10,9,2025,3,Miércoles,Septiembre,3,Entre Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250911,2025-09-11,11,9,2025,4,Jueves,Septiembre,3,Entre Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250912,2025-09-12,12,9,2025,5,Viernes,Septiembre,3,Entre Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250913,2025-09-13,13,9,2025,6,Sábado,Septiembre,3,Fin de Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250914,2025-09-14,14,9,2025,7,Domingo,Septiembre,3,Fin de Semana,37,False,False,False,T3,2025-09,T3 2025,No Festivo
20250915,2025-09-15,15,9,2025,1,Lunes,Septiembre,3,Entre Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250916,2025-09-16,16,9,2025,2,Martes,Septiembre,3,Entre Semana,38,False,False,False,T3,2025-09,T3 2025,Festivo
20250917,2025-09-17,17,9,2025,3,Miércoles,Septiembre,3,Entre Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250918,2025-09-18,18,9,2025,4,Jueves,Septiembre,3,Entre Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250919,2025-09-19,19,9,2025,5,Viernes,Septiembre,3,Entre Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250920,2025-09-20,20,9,2025,6,Sábado,Septiembre,3,Fin de Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250921,2025-09-21,21,9,2025,7,Domingo,Septiembre,3,Fin de Semana,38,False,False,False,T3,2025-09,T3 2025,No Festivo
20250922,2025-09-22,22,9,2025,1,Lunes,Septiembre,3,Entre Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250923,2025-09-23,23,9,2025,2,Martes,Septiembre,3,Entre Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250924,2025-09-24,24,9,2025,3,Miércoles,Septiembre,3,Entre Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250925,2025-09-25,25,9,2025,4,Jueves,Septiembre,3,Entre Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250926,2025-09-26,26,9,2025,5,Viernes,Septiembre,3,Entre Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250927,2025-09-27,27,9,2025,6,Sábado,Septiembre,3,Fin de Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250928,2025-09-28,28,9,2025,7,Domingo,Septiembre,3,Fin de Semana,39,False,False,False,T3,2025-09,T3 2025,No Festivo
20250929,2025-09-29,29,9,2025,1,Lunes,Septiembre,3,Entre Semana,40,False,False,False,T3,2025-09,T3 2025,No Festivo
20250930,2025-09-30,30,9,2025,2,Martes,Septiembre,3,Entre Semana,40,True,True,False,T3,2025-09,T3 2025,No Festivo
20251001,2025-10-01,1,10,2025,3,Miércoles,Octubre,4,Entre Semana,40,False,False,False,T4,2025-10,T4 2025,No Festivo
20251002,2025-10-02,2,10,2025,4,Jueves,Octubre,4,Entre Semana,40,False,False,False,T4,2025-10,T4 2025,No Festivo
20251003,2025-10-03,3,10,2025,5,Viernes,Octubre,4,Entre Semana,40,False,False,False,T4,2025-10,T4 2025,No Festivo
20251004,2025-10-04,4,10,2025,6,Sábado,Octubre,4,Fin de Semana,40,False,False,False,T4,2025-10,T4 2025,No Festivo
20251005,2025-10-05,5,10,2025,7,Domingo,Octubre,4,Fin de Semana,40,False,False,False,T4,2025-10,T4 2025,No Festivo
20251006,2025-10-06,6,10,2025,1,Lunes,Octubre,4,Entre Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251007,2025-10-07,7,10,2025,2,Martes,Octubre,4,Entre Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251008,2025-10-08,8,10,2025,3,Miércoles,Octubre,4,Entre Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251009,2025-10-09,9,10,2025,4,Jueves,Octubre,4,Entre Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251010,2025-10-10,10,10,2025,5,Viernes,Octubre,4,Entre Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251011,2025-10-11,11,10,2025,6,Sábado,Octubre,4,Fin de Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251012,2025-10-12,12,10,2025,7,Domingo,Octubre,4,Fin de Semana,41,False,False,False,T4,2025-10,T4 2025,No Festivo
20251013,2025-10-13,13,10,2025,1,Lunes,Octubre,4,Entre Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251014,2025-10-14,14,10,2025,2,Martes,Octubre,4,Entre Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251015,2025-10-15,15,10,2025,3,Miércoles,Octubre,4,Entre Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251016,2025-10-16,16,10,2025,4,Jueves,Octubre,4,Entre Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251017,2025-10-17,17,10,2025,5,Viernes,Octubre,4,Entre Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251018,2025-10-18,18,10,2025,6,Sábado,Octubre,4,Fin de Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251019,2025-10-19,19,10,2025,7,Domingo,Octubre,4,Fin de Semana,42,False,False,False,T4,2025-10,T4 2025,No Festivo
20251020,2025-10-20,20,10,2025,1,Lunes,Octubre,4,Entre Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251021,2025-10-21,21,10,2025,2,Martes,Octubre,4,Entre Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251022,2025-10-22,22,10,2025,3,Miércoles,Octubre,4,Entre Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251023,2025-10-23,23,10,2025,4,Jueves,Octubre,4,Entre Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251024,2025-10-24,24,10,2025,5,Viernes,Octubre,4,Entre Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251025,2025-10-25,25,10,2025,6,Sábado,Octubre,4,Fin de Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251026,2025-10-26,26,10,2025,7,Domingo,Octubre,4,Fin de Semana,43,False,False,False,T4,2025-10,T4 2025,No Festivo
20251027,2025-10-27,27,10,2025,1,Lunes,Octubre,4,Entre Semana,44,False,False,False,T4,2025-10,T4 2025,No Festivo
20251028,2025-10-28,28,10,2025,2,Martes,Octubre,4,Entre Semana,44,False,False,False,T4,2025-10,T4 2025,No Festivo
20251029,2025-10-29,29,10,2025,3,Miércoles,Octubre,4,Entre Semana,44,False,False,False,T4,2025-10,T4 2025,No Festivo
20251030,2025-10-30,30,10,2025,4,Jueves,Octubre,4,Entre Semana,44,False,False,False,T4,2025-10,T4 2025,No Festivo
20251031,2025-10-31,31,10,2025,5,Viernes,Octubre,4,Entre Semana,44,True,False,False,T4,2025-10,T4 2025,No Festivo
20251101,2025-11-01,1,11,2025,6,Sábado,Noviembre,4,Fin de Semana,44,False,False,False,T4,2025-11,T4 2025,No Festivo
20251102,2025-11-02,2,11,2025,7,Domingo,Noviembre,4,Fin de Semana,44,False,False,False,T4,2025-11,T4 2025,No Festivo
20251103,2025-11-03,3,11,2025,1,Lunes,Noviembre,4,Entre Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251104,2025-11-04,4,11,2025,2,Martes,Noviembre,4,Entre Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251105,2025-11-05,5,11,2025,3,Miércoles,Noviembre,4,Entre Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251106,2025-11-06,6,11,2025,4,Jueves,Noviembre,4,Entre Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251107,2025-11-07,7,11,2025,5,Viernes,Noviembre,4,Entre Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251108,2025-11-08,8,11,2025,6,Sábado,Noviembre,4,Fin de Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251109,2025-11-09,9,11,2025,7,Domingo,Noviembre,4,Fin de Semana,45,False,False,False,T4,2025-11,T4 2025,No Festivo
20251110,2025-11-10,10,11,2025,1,Lunes,Noviembre,4,Entre Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251111,2025-11-11,11,11,2025,2,Martes,Noviembre,4,Entre Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251112,2025-11-12,12,11,2025,3,Miércoles,Noviembre,4,Entre Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251113,2025-11-13,13,11,2025,4,Jueves,Noviembre,4,Entre Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251114,2025-11-14,14,11,2025,5,Viernes,Noviembre,4,Entre Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251115,2025-11-15,15,11,2025,6,Sábado,Noviembre,4,Fin de Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251116,2025-11-16,16,11,2025,7,Domingo,Noviembre,4,Fin de Semana,46,False,False,False,T4,2025-11,T4 2025,No Festivo
20251117,2025-11-17,17,11,2025,1,Lunes,Noviembre,4,Entre Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251118,2025-11-18,18,11,2025,2,Martes,Noviembre,4,Entre Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251119,2025-11-19,19,11,2025,3,Miércoles,Noviembre,4,Entre Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251120,2025-11-20,20,11,2025,4,Jueves,Noviembre,4,Entre Semana,47,False,False,False,T4,2025-11,T4 2025,Festivo
20251121,2025-11-21,21,11,2025,5,Viernes,Noviembre,4,Entre Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251122,2025-11-22,22,11,2025,6,Sábado,Noviembre,4,Fin de Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251123,2025-11-23,23,11,2025,7,Domingo,Noviembre,4,Fin de Semana,47,False,False,False,T4,2025-11,T4 2025,No Festivo
20251124,2025-11-24,24,11,2025,1,Lunes,Noviembre,4,Entre Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251125,2025-11-25,25,11,2025,2,Martes,Noviembre,4,Entre Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251126,2025-11-26,26,11,2025,3,Miércoles,Noviembre,4,Entre Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251127,2025-11-27,27,11,2025,4,Jueves,Noviembre,4,Entre Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251128,2025-11-28,28,11,2025,5,Viernes,Noviembre,4,Entre Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251129,2025-11-29,29,11,2025,6,Sábado,Noviembre,4,Fin de Semana,48,False,False,False,T4,2025-11,T4 2025,No Festivo
20251130,2025-11-30,30,11,2025,7,Domingo,Noviembre,4,Fin de Semana,48,True,False,False,T4,2025-11,T4 2025,No Festivo
20251201,2025-12-01,1,12,2025,1,Lunes,Diciembre,4,Entre Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251202,2025-12-02,2,12,2025,2,Martes,Diciembre,4,Entre Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251203,2025-12-03,3,12,2025,3,Miércoles,Diciembre,4,Entre Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251204,2025-12-04,4,12,2025,4,Jueves,Diciembre,4,Entre Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251205,2025-12-05,5,12,2025,5,Viernes,Diciembre,4,Entre Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251206,2025-12-06,6,12,2025,6,Sábado,Diciembre,4,Fin de Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251207,2025-12-07,7,12,2025,7,Domingo,Diciembre,4,Fin de Semana,49,False,False,False,T4,2025-12,T4 2025,No Festivo
20251208,2025-12-08,8,12,2025,1,Lunes,Diciembre,4,Entre Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251209,2025-12-09,9,12,2025,2,Martes,Diciembre,4,Entre Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251210,2025-12-10,10,12,2025,3,Miércoles,Diciembre,4,Entre Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251211,2025-12-11,11,12,2025,4,Jueves,Diciembre,4,Entre Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251212,2025-12-12,12,12,2025,5,Viernes,Diciembre,4,Entre Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251213,2025-12-13,13,12,2025,6,Sábado,Diciembre,4,Fin de Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251214,2025-12-14,14,12,2025,7,Domingo,Diciembre,4,Fin de Semana,50,False,False,False,T4,2025-12,T4 2025,No Festivo
20251215,2025-12-15,15,12,2025,1,Lunes,Diciembre,4,Entre Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251216,2025-12-16,16,12,2025,2,Martes,Diciembre,4,Entre Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251217,2025-12-17,17,12,2025,3,Miércoles,Diciembre,4,Entre Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251218,2025-12-18,18,12,2025,4,Jueves,Diciembre,4,Entre Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251219,2025-12-19,19,12,2025,5,Viernes,Diciembre,4,Entre Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251220,2025-12-20,20,12,2025,6,Sábado,Diciembre,4,Fin de Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251221,2025-12-21,21,12,2025,7,Domingo,Diciembre,4,Fin de Semana,51,False,False,False,T4,2025-12,T4 2025,No Festivo
20251222,2025-12-22,22,12,2025,1,Lunes,Diciembre,4,Entre Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251223,2025-12-23,23,12,2025,2,Martes,Diciembre,4,Entre Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251224,2025-12-24,24,12,2025,3,Miércoles,Diciembre,4,Entre Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251225,2025-12-25,25,12,2025,4,Jueves,Diciembre,4,Entre Semana,52,False,False,False,T4,2025-12,T4 2025,Festivo
20251226,2025-12-26,26,12,2025,5,Viernes,Diciembre,4,Entre Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251227,2025-12-27,27,12,2025,6,Sábado,Diciembre,4,Fin de Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251228,2025-12-28,28,12,2025,7,Domingo,Diciembre,4,Fin de Semana,52,False,False,False,T4,2025-12,T4 2025,No Festivo
20251229,2025-12-29,29,12,2025,1,Lunes,Diciembre,4,Entre Semana,1,False,False,False,T4,2025-12,T4 2025,No Festivo
20251230,2025-12-30,30,12,2025,2,Martes,Diciembre,4,Entre Semana,1,False,False,False,T4,2025-12,T4 2025,No Festivo
20251231,2025-12-31,31,12,2025,3,Miércoles,Diciembre,4,Entre Semana,1,True,True,True,T4,2025-12,T4 2025,No Festivo
21000101,2100-01-01,1,1,2100,5,Viernes,Enero,1,Entre Semana,53,False,False,False,T1,2100-01,T1 2100,No Festivo
